Station,Sediment sample,Latitude Degrees,Latitude Minutes,Latitude Seconds,North/South,Longitude Degrees,Longitude Minutes,Longitude Seconds,East/West,Decimal Longitude,Decimal Latitude,Location,FAOarea,Water body,Sea Area,Place,Date,Gear,Depth (fathoms),Bottom water temperature (C),Bottom temp (F),Bottom water depth D (fathoms),Specific Gravity at bottom,Surface temp (C),Surface temp (F),Specific Gravity at surface,Temp (F) at 10 Fathoms,Temp (F) at 20 Fathoms,Temp (F) at 25 Fathoms,Temp (F) at 30 Fathoms,Temp (F) at 40 Fathoms,Temp (F) at 50 Fathoms,Temp (F) at 60 Fathoms,Temp (F) at 70 Fathoms,Temp (F) at 75 Fathoms,Temp (F) at 80 Fathoms,Temp (F) at 90 Fathoms,Temp (F) at 100 Fathoms,Temp (F) at 110 Fathoms,Temp (F) at 120 Fathoms,Temp (F) at 125 Fathoms,Temp (F) at 130 Fathoms,Temp (F) at 140 Fathoms,Temp (F) at 150 Fathoms,Temp (F) at 160 Fathoms,Temp (F) at 170 Fathoms,Temp (F) at 175 Fathoms,Temp (F) at 180 Fathoms,Temp (F) at 190 Fathoms,Temp (F) at 200 Fathoms,Temp (F) at 225 Fathoms,Temp (F) at 250 Fathoms,Temp (F) at 275 Fathoms,Temp (F) at 300 Fathoms,Temp (F) at 400 Fathoms,Temp (F) at 500 Fathoms,Temp (F) at 600 Fathoms,Temp (F) at 700 Fathoms,Temp (F) at 800 Fathoms,Temp (F) at 900 Fathoms,Temp (F) at 1000 Fathoms,Temp (F) at 1100 Fathoms,Temp (F) at 1200 Fathoms,Temp (F) at 1300 Fathoms,Temp (F) at 1330 Fathoms,Temp (F) at 1400 Fathoms,Temp (F) at 1450 Fathoms,Temp (F) at 1500 Fathoms,Temp (F) at 1530 Fathoms,Temp (F) at 1580 Fathoms,Temp (F) at 1600 Fathoms,Temp (F) at 1650 Fathoms,Temp (F) at 1700 Fathoms,Temp (F) at 1725 Fathoms,Temp (F) at 1730 Fathoms,Temp (F) at 1775 Fathoms,Temp (F) at 1780 Fathoms,Temp (F) at 1800 Fathoms,Temp (F) at 1825 Fathoms,Temp (F) at 1850 Fathoms,Temp (F) at 1900 Fathoms,Temp (F) at 1915 Fathoms,Temp (F) at 1980 Fathoms,Temp (F) at 2000 Fathoms,Temp (F) at 2025 Fathoms,Temp (F) at 2100 Fathoms,Temp (F) at 2125 Fathoms,Temp (F) at 2180 Fathoms,Temp (F) at 2200 Fathoms,Temp (F) at 2225 Fathoms,Temp (F) at 2270 Fathoms,Temp (F) at 2300 Fathoms,Temp (F) at 2325 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2425 Fathoms,Temp (F) at 2440 Fathoms,Temp (F) at 2500 Fathoms,Temp (F) at 2525 Fathoms,Temp (F) at 2600 Fathoms,Temp (F) at 2625 Fathoms,Temp (F) at 2650 Fathoms,Temp (F) at 2675 Fathoms,Temp (F) at 2700 Fathoms,Temp (F) at 2775 Fathoms,Temp (F) at 2800 Fathoms,Temp (F) at 2900 Fathoms
167,Blue mud,39,32,0,S,171,48,0,E,171.8,-39.53333333333333,"Off entrance of Cook Strait, New Zealand",81,Southwest Pacific Ocean,Tasman Sea,New Zealand,24/06/1874,Trawl,150.0,,,,,14.722222222222221,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167A,Mud,41,4,0,S,174,19,0,E,174.31666666666666,-41.06666666666667,"Port Hardy, New Zealand",81,Southwest Pacific Ocean,Tasman Sea,New Zealand,27/06/1874,Dredge,10.0,,,,,10.833333333333334,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Blue mud,40,28,0,S,177,43,0,E,177.71666666666667,-40.46666666666667,"East of North Island, New Zealand",81,Southwest Pacific Ocean,,New Zealand,08/07/1874,Trawl,1100.0,2.8888888888888906,37.2,1100.0,1.02781,14.000000000000002,57.2,1.02654,,,56.5,,,56.5,,,56.5,,,55.7,,,54.8,,,53.9,,,,,,51.7,,,,48.2,45.4,43.7,42.1,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Blue mud,37,34,0,S,179,22,0,E,179.36666666666667,-37.56666666666667,"East Cape, New Zealand",81,Southwest Pacific Ocean,,New Zealand,10/07/1874,Trawl,700.0,4.444444444444445,40.0,700.0,1.02777,14.555555555555557,58.2,,,,,,,,,,,,,55.2,,,,,,,,,,,,50.0,,,,46.7,44.8,43.0,41.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Volcanic mud,29,55,0,S,178,14,0,W,-178.23333333333332,-29.916666666666668,North of Kermadec Island,81,Southwest Pacific Ocean,,New Zealand,14/07/1874,Trawl,520.0,6.111111111111111,43.0,,,18.333333333333332,65.0,,,,,,,62.0,,,,,,60.5,,,,,,56.2,,,,,,53.0,,50.8,,49.0,45.7,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170A,Volcanic mud,29,45,0,S,178,11,0,W,-178.18333333333334,-29.75,North of Kermadec Island,81,Southwest Pacific Ocean,,New Zealand,14/07/1874,Trawl,630.0,4.166666666666667,39.5,,1.02841,18.444444444444446,65.2,1.02576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Volcanic mud,28,33,0,S,177,50,0,W,-177.83333333333334,-28.55,North of Kermadec Island,81,Southwest Pacific Ocean,,New Zealand,15/07/1874,Trawl,600.0,4.166666666666667,39.5,,,19.166666666666668,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171A,Red clay,25,5,0,S,172,56,0,W,-172.93333333333334,-25.083333333333332,North of Kermadec Island,81,Southwest Pacific Ocean,,New Zealand,17/07/1874,,2900.0,1.2777777777777761,34.3,2900.0,,22.22222222222222,72.0,1.02472,,,,,,,,,,,,67.6,,,,,,,,,,,,59.2,,,,50.4,44.0,41.3,39.2,37.9,37.2,36.9,36.7,36.4,36.2,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Coral sand,20,58,0,S,175,9,0,W,-175.15,-20.966666666666665,"Tongatapu Island, Tonga Island",71,Western Central Pacific Ocean,,Tonga,22/07/1874,Dredge,18.0,,,,,23.88888888888889,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172A,Coral sand,20,56,0,S,175,11,0,W,-175.18333333333334,-20.933333333333334,"Tongatapu Island, Tonga Island",71,Western Central Pacific Ocean,,Tonga,22/07/1874,Dredge,240.0,,,,,23.88888888888889,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Coral mud,19,9,35,S,179,41,50,E,179.69722222222222,-19.15972222222222,"Matuku Island, Fiji Island",71,Western Central Pacific Ocean,,Fiji,24/07/1874,Dredge,315.0,,,,,24.444444444444443,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173A,Coral mud,19,9,32,S,179,41,55,E,179.69861111111112,-19.15888888888889,"Matuku Island, Fiji Island",71,Western Central Pacific Ocean,,Fiji,24/07/1874,Trawl,310.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Coral mud,19,6,0,S,178,14,20,E,178.23888888888888,-19.1,"Ngaloa Harbour, Kandavu Island, Fiji",71,Western Central Pacific Ocean,,Fiji,03/08/1874,,140.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174A,Coral mud,19,6,32,S,178,16,20,E,178.27222222222224,-19.10888888888889,"Ngaloa Harbour, Kandavu Island, Fiji",71,Western Central Pacific Ocean,,Fiji,03/08/1874,,160.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174B,Coral mud,19,6,45,S,178,17,0,E,178.28333333333333,-19.1125,"Ngaloa Harbour, Kandavu Island, Fiji",71,Western Central Pacific Ocean,,Fiji,03/08/1874,Trawl,255.0,,,,,25.38888888888889,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174C,Globigerina ooze,19,7,50,S,178,19,35,E,178.32638888888889,-19.130555555555556,"Ngaloa Harbour, Kandavu Island, Fiji",71,Western Central Pacific Ocean,,Fiji,03/08/1874,Trawl,610.0,3.888888888888889,39.0,,,25.555555555555554,78.0,,,,,,,76.8,,,,,,71.0,,,,,,65.2,,,,,,59.5,,53.7,,47.8,42.3,39.8,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174D,Coral mud,19,5,50,S,178,16,20,E,178.27222222222224,-19.09722222222222,"Ngaloa Harbour, Kandavu Island, Fiji",71,Western Central Pacific Ocean,,Fiji,03/08/1874,Dredge,210.0,,,,,25.38888888888889,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Globigerina ooze,19,2,0,S,177,10,0,E,177.16666666666666,-19.033333333333335,"South of Viti Levu I., Fiji",71,Western Central Pacific Ocean,,Fiji,12/08/1874,Trawl,1350.0,2.2222222222222223,36.0,1350.0,1.02842,25.27777777777778,77.5,1.02387,,,,,,71.5,,,,,,70.8,,,,,,66.0,,,,,,60.8,,54.2,,47.0,42.0,40.0,38.9,37.9,37.2,36.8,36.4,36.2,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Globigerina ooze,18,30,0,S,175,52,0,E,175.86666666666667,-18.5,"South-west of Viti Levu I., Fiji",71,Western Central Pacific Ocean,,Fiji,15/08/1874,,1450.0,2.333333333333335,36.2,1450.0,1.02829,25.27777777777778,77.5,1.02376,,,76.0,,,75.2,,,72.9,,,69.7,,,67.0,,,64.0,,,61.0,,,56.8,,,,45.2,41.8,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Volcanic sand,16,45,0,S,168,7,0,E,168.11666666666667,-16.75,"Api I., New Hebrides Island",71,Western Central Pacific Ocean,Coral Sea,Vanuatu,18/08/1874,Dredge,130.0,,,,,25.944444444444446,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Red clay,16,47,0,S,165,20,0,E,165.33333333333334,-16.783333333333335,West of New Hebrides Island,71,Western Central Pacific Ocean,Coral Sea,Vanuatu,19/08/1874,,2650.0,2.1111111111111094,35.8,,,26.11111111111111,79.0,,,,,,,76.0,,,,,,71.5,,,,,,65.0,,,,,,57.0,,51.5,,47.5,42.3,40.0,38.5,38.0,37.4,36.8,36.3,35.8,,35.8,,,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Globigerina ooze,15,58,0,S,160,48,0,E,160.8,-15.966666666666667,New Hebrides Basin,71,Western Central Pacific Ocean,Coral Sea,Vanuatu,21/08/1874,,2325.0,2.2222222222222223,36.0,2325.0,1.02797,26.11111111111111,79.0,,,,,,,,,,,,,71.1,,,,,,,,,,,,55.5,,,,45.2,41.6,40.0,38.9,38.3,37.7,37.2,36.8,36.4,36.0,36.0,,36.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Red clay,14,7,0,S,153,43,0,E,153.71666666666667,-14.116666666666667,Northeast of Australia,71,Western Central Pacific Ocean,Coral Sea,Australia,24/08/1874,,2450.0,2.2222222222222223,36.0,2450.0,1.02804,26.666666666666664,80.0,,,,,,,75.4,,,,,,72.8,,,,,,61.8,,,,,,53.5,,48.5,,45.5,41.5,39.6,38.8,38.3,37.8,37.3,36.8,36.4,36.0,36.0,,36.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Red clay,13,50,0,S,151,49,0,E,151.81666666666666,-13.8333333333333,Northeast of Australia,71,Western Central Pacific Ocean,Coral Sea,Australia,25/08/1874,Trawl,2440.0,2.1111111111111094,35.8,2440.0,1.02795,26.666666666666664,80.0,1.02348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Globigerina ooze,13,6,0,S,148,37,0,E,148.61666666666667,-13.1,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,27/08/1874,,2275.0,2.1111111111111094,35.8,2275.0,1.02788,25.833333333333332,78.5,1.02344,,,77.0,,,74.0,,,71.0,,,67.5,,,64.0,,,60.4,,,56.0,,,52.0,,47.0,,44.0,41.0,39.3,38.3,37.9,37.4,37.0,,36.3,,35.8,,,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Globigerina ooze,12,42,0,S,146,46,0,E,146.76666666666668,-12.7,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,28/08/1874,,1700.0,2.2222222222222223,36.0,1700.0,1.02798,25.555555555555554,78.0,1.02364,,,,,,76.2,,,,,,69.5,,,,,,61.5,,,,,,54.5,,48.9,,45.0,41.2,39.3,38.4,37.9,37.5,37.1,,36.3,,36.0,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Globigerina ooze,12,8,0,S,145,10,0,E,145.16666666666666,-12.133333333333333,"75 miles east-southeast of Raine I., Queensland, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,29/08/1874,Trawl,1400.0,2.2222222222222223,36.0,1400.0,1.02816,25.27777777777778,77.5,1.02373,,,,,,76.6,,,74.3,,,70.8,,,66.8,,,62.5,,,58.2,,,54.2,51,48.0,,44.3,41.0,39.7,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Coral sand,11,35,25,S,144,2,0,E,144.03333333333333,-11.590277777777779,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,31/08/1874,Dredge,135.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185A,Coral sand,11,36,20,S,144,1,50,E,144.03055555555557,-11.605555555555556,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,31/08/1874,Dredge,150.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185B,Coral sand,11,38,15,S,143,59,38,E,143.99388888888888,-11.6375,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,31/08/1874,Dredge,155.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Sand and shells,10,30,0,S,142,18,0,E,142.3,-10.5,"North of Cape York,Torres Strait, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,08/09/1874,Dredge,8.0,,,,,25.11111111111111,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Sand and shells,10,36,0,S,141,55,0,E,141.91666666666666,-10.6,"North of Cape York,Torres Strait, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,09/09/1874,Dredge,6.0,,,,,25.38888888888889,77.7,1.02428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Sand and shells,9,59,0,S,139,42,0,E,139.7,-9.983333333333333,South of New Guinea,71,Western Central Pacific Ocean,Arafura Sea,Papua New Guinea,10/09/1874,Dredge & Trawl,28.0,,,,,25.833333333333332,78.5,1.02327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Green mud,9,36,0,S,137,50,0,E,137.83333333333334,-9.6,South of New Guinea,71,Western Central Pacific Ocean,Arafura Sea,Papua New Guinea,11/09/1874,Trawl,25.0,,,25.0,,26.11111111111111,79.0,1.02269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Green mud,8,56,0,S,136,5,0,E,136.08333333333334,-8.933333333333334,South of New Guinea,71,Western Central Pacific Ocean,Arafura Sea,Papua New Guinea,12/09/1874,Trawl,49.0,,,,,26.22222222222222,79.2,,,,,,,,,,,,,67.5,,,,,,,,,,,,51.5,,,,46.0,43.2,41.5,40.5,39.8,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Green mud,5,41,0,S,134,4,30,E,134.075,-5.683333333333334,Aru Island,71,Western Central Pacific Ocean,Arafura Sea,Indonesia,23/09/1874,Trawl,800.0,4.166666666666667,39.5,,,27.88888888888889,82.2,1.02158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191A,Green mud,5,26,0,S,133,19,0,E,133.31666666666666,-5.433333333333334,East of Kai Island,71,Western Central Pacific Ocean,Arafura Sea,Indonesia,24/09/1874,,580.0,4.833333333333335,40.7,580.0,1.0276,27.5,81.5,1.02255,,,80.0,,,75.5,,,71.5,,,67.5,,,63.0,,,59.0,,,54.7,,,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Blue mud,5,49,15,S,132,14,15,E,132.2375,-5.820833333333333,West of Kai Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,26/09/1874,Trawl,140.0,,,,,27.77777777777778,82.0,1.02252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Volcanic mud,5,24,0,S,130,37,15,E,130.62083333333334,-5.4,Off north-west of Kai Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,28/09/1874,,2800.0,3.333333333333333,38.0,2800.0,1.02752,28.61111111111111,83.5,,,,81.0,,,78.0,,,72.0,,,66.0,,,60.0,,,55.3,,,,,,50.2,,,,46.0,43.6,41.5,40.1,39.2,38.3,38.0,38.0,38.0,38.0,38.0,,38.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Volcanic mud,4,34,0,S,129,57,30,E,129.95833333333331,-4.566666666666666,Banda Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,29/09/1874,Dredge,200.0,,,,,28.333333333333332,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194A,Volcanic mud,4,31,0,S,129,57,20,E,129.95555555555555,-4.516666666666667,Banda Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,29/09/1874,Trawl,360.0,,,,,28.055555555555554,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Blue mud,4,21,0,S,129,7,0,E,129.11666666666667,-4.35,South of Ceram Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,03/10/1874,Trawl,1425.0,3.333333333333333,38.0,1425.0,1.02762,27.77777777777778,82.0,1.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Hard ground,0,48,30,S,126,58,30,E,126.975,-0.8083333333333333,"South of Halmahera I., Moluccas",71,Western Central Pacific Ocean,Molucca Sea,Indonesia,13/10/1874,Trawl,825.0,2.7222222222222214,36.9,825.0,1.02783,28.333333333333332,83.0,1.02209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Blue mud,0,41,0,N,126,37,0,E,126.61666666666666,0.6833333333333333,"West of Halmahera I., Moluccas",71,Western Central Pacific Ocean,Molucca Sea,Indonesia,14/10/1874,,1200.0,2.1666666666666656,35.9,1200.0,1.02796,28.055555555555554,82.5,1.02183,,,78.8,,,74.0,,,68.5,,,63.5,,,58.5,,,54.0,,,,,,50.0,,,,45.8,43.0,40.7,39.2,38.2,37.7,37.1,36.6,36.0,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Volcanic mud,2,55,0,N,124,53,0,E,124.88333333333334,2.9166666666666665,North of Celebes Island,71,Western Central Pacific Ocean,Celebes Sea,Indonesia,20/10/1874,Trawl,2150.0,3.333333333333333,38.0,2150.0,1.02775,29.444444444444443,85.0,1.02167,,,81.2,,,77.2,,,71.8,,,65.0,,,58.0,,,53.6,,,,,,49.2,,,,45.0,42.0,40.3,39.5,39.0,39.0,39.0,39.0,39.0,39.0,39.0,,39.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Volcanic mud,5,44,0,N,123,34,0,E,123.56666666666666,5.733333333333333,South of Mindanao Island,71,Western Central Pacific Ocean,Celebes Sea,Philippines,22/10/1874,,2600.0,3.333333333333333,38.0,2600.0,1.02725,28.333333333333332,83.0,1.02196,,,81.5,,,79.2,77.7,74.5,72.9,71.2,67.5,63.8,,,57.6,,,54.5,,,,,,48.3,,46.2,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Green mud,6,47,0,N,122,28,0,E,122.46666666666667,6.783333333333333,"Moro Gulf, Mindanao I., Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,23/10/1874,Trawl,250.0,,,,,29.72222222222222,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Stones and gravel,7,3,0,N,121,48,0,E,121.8,7.05,"West of Samboangan Peninsula, Mindano I., Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,26/10/1874,Trawl,82.0,,,,,28.333333333333332,83.0,1.02167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Blue mud,8,32,0,N,121,55,0,E,121.91666666666667,8.533333333333333,"North-west of Samboangan Peninsula, Mindano I., Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,27/10/1874,,2550.0,10.277777777777777,50.5,2550.0,1.02659,28.333333333333332,83.0,1.02145,,,,,,74.1,,,,,,62.0,,,,,,57.5,,,,,,54.3,,52.8,,52.0,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,,50.5,,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Mud,11,6,0,N,123,9,0,E,123.15,11.1,"West of Panay Island, Philippine Islands",71,Western Central Pacific Ocean,Visayan Sea,Philippines,31/10/1874,Trawl,20.0,,,,,29.444444444444443,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Blue mud,12,28,0,N,122,15,0,E,122.25,12.466666666666667,"West of Tablas Island, Philippine Island",71,Western Central Pacific Ocean,Sibuyan Sea,Philippines,02/11/1874,,705.0,,,,,28.88888888888889,84.0,1.02148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204A,Green mud,12,43,0,N,122,9,0,E,122.15,12.716666666666667,"North-west of Tablas Island, Philippine Island",71,Western Central Pacific Ocean,Sibuyan Sea,Philippines,02/11/1874,Trawl,100.0,,,100.0,,28.88888888888889,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204B,Green mud,12,46,0,N,122,10,0,E,122.16666666666667,12.766666666666667,"North-west of Tablas Island, Philippine Island",71,Western Central Pacific Ocean,Sibuyan Sea,Philippines,02/11/1874,Trawl,115.0,,,,,28.88888888888889,84.0,1.02151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Blue mud,16,42,0,N,119,22,0,E,119.36666666666666,16.7,"West of Luzon Island, Philippine Island",71,Western Central Pacific Ocean,South China Sea,Philippines,13/11/1874,Trawl,1050.0,2.7777777777777777,37.0,1050.0,1.02772,27.77777777777778,82.0,1.0217,81.5,79.5,,76.5,73.2,69.8,66.8,64.2,,62.0,60.0,58.6,,,,,,55.0,,,,,,51.2,,48.0,,45.3,42.0,40.0,38.8,37.8,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Blue mud,17,54,0,N,117,14,0,E,117.23333333333333,17.9,"Off west of Luzon Island, Philippine Island",71,Western Central Pacific Ocean,South China Sea,Philippines,08/01/1875,Trawl,2100.0,2.5,36.5,2100.0,1.02768,24.0,75.2,1.02319,75.1,75.0,,74.2,72.3,68.5,66.0,64.2,,62.2,60.6,59.2,,,,,,51.6,,,,,,48.5,,46.5,,45.0,42.4,40.2,38.7,37.5,36.7,36.5,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Blue mud,12,21,0,N,122,15,0,E,122.25,12.35,"West of Tablas Island, Philippine Island",71,Western Central Pacific Ocean,Sibuyan Sea,Philippines,16/01/1875,Trawl,700.0,10.88888888888889,51.6,700.0,1.0265,26.666666666666664,80.0,1.02214,,,77.2,,,72.5,,,62.0,,,58.5,,,56.0,,,54.1,,,53.1,,,52.4,51.9,51.7,51.6,51.6,51.6,51.6,51.6,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
